65536,65531,65516,65491,65456,65411,65356,65292,65217,65133,65038,64934,64820,64696,64563,64419,64267,64104,63932,63751,63560,63360,63150,62931,62703,62466,62220,61965,61700,61428,61146,60284,59413,58535,57648,56754,55853,54944,54029,53107,52180,51246,50307,49362,48412,47457,46498,45535,44568,43598,42624,41647,40667,39685,38701,37715,36727,35738,34749,33759,32768,31777,30787,29798,28809,27821,26835,25851,24869,23889,22912,21938,20968,20001,19038,18079,17124,16174,15229,14290,13356,12429,11507,10592,9683,8782,7888,7001,6123,5252,4390,4108,3836,3571,3316,3070,2833,2605,2386,2176,1976,1785,1604,1432,1269,1117,973,840,716,602,498,403,319,244,180,125,80,45,20,5,0,5,20,45,80,125,180,244,319,403,498,602,716,840,973,1117,1269,1432,1604,1785,1976,2176,2386,2605,2833,3070,3316,3571,3836,4108,4390,4108,3836,3571,3316,3070,2833,2605,2386,2176,1976,1785,1604,1432,1269,1117,973,840,716,602,498,403,319,244,180,125,80,45,20,5,0,5,20,45,80,125,180,244,319,403,498,602,716,840,973,1117,1269,1432,1604,1785,1976,2176,2386,2605,2833,3070,3316,3571,3836,4108,4390,5252,6123,7001,7888,8782,9683,10592,11507,12429,13356,14290,15229,16174,17124,18079,19038,20001,20968,21938,22912,23889,24869,25851,26835,27821,28809,29798,30787,31777,32768,33759,34749,35738,36727,37715,38701,39685,40667,41647,42624,43598,44568,45535,46498,47457,48412,49362,50307,51246,52180,53107,54029,54944,55853,56754,57648,58535,59413,60284,61146,61428,61700,61965,62220,62466,62703,62931,63150,63360,63560,63751,63932,64104,64267,64419,64563,64696,64820,64934,65038,65133,65217,65292,65356,65411,65456,65491,65516,65531,65536,65531,65516,65491,65456,65411,65356,65292,65217,65133,65038,64934,64820,64696,64563,64419,64267,64104,63932,63751,63560,63360,63150,62931,62703,62466,62220,61965,61700,61428,61146,61428,61700,61965,62220,62466,62703,62931,63150,63360,63560,63751,63932,64104,64267,64419,64563,64696,64820,64934,65038,65133,65217,65292,65356,65411,65456,65491,65516,65531
0,5,20,45,80,125,180,244,319,403,498,602,716,840,973,1117,1269,1432,1604,1785,1976,2176,2386,2605,2833,3070,3316,3571,3836,4108,4390,4108,3836,3571,3316,3070,2833,2605,2386,2176,1976,1785,1604,1432,1269,1117,973,840,716,602,498,403,319,244,180,125,80,45,20,5,0,5,20,45,80,125,180,244,319,403,498,602,716,840,973,1117,1269,1432,1604,1785,1976,2176,2386,2605,2833,3070,3316,3571,3836,4108,4390,5252,6123,7001,7888,8782,9683,10592,11507,12429,13356,14290,15229,16174,17124,18079,19038,20001,20968,21938,22912,23889,24869,25851,26835,27821,28809,29798,30787,31777,32768,33759,34749,35738,36727,37715,38701,39685,40667,41647,42624,43598,44568,45535,46498,47457,48412,49362,50307,51246,52180,53107,54029,54944,55853,56754,57648,58535,59413,60284,61146,61428,61700,61965,62220,62466,62703,62931,63150,63360,63560,63751,63932,64104,64267,64419,64563,64696,64820,64934,65038,65133,65217,65292,65356,65411,65456,65491,65516,65531,65536,65531,65516,65491,65456,65411,65356,65292,65217,65133,65038,64934,64820,64696,64563,64419,64267,64104,63932,63751,63560,63360,63150,62931,62703,62466,62220,61965,61700,61428,61146,61428,61700,61965,62220,62466,62703,62931,63150,63360,63560,63751,63932,64104,64267,64419,64563,64696,64820,64934,65038,65133,65217,65292,65356,65411,65456,65491,65516,65531,65536,65531,65516,65491,65456,65411,65356,65292,65217,65133,65038,64934,64820,64696,64563,64419,64267,64104,63932,63751,63560,63360,63150,62931,62703,62466,62220,61965,61700,61428,61146,60284,59413,58535,57648,56754,55853,54944,54029,53107,52180,51246,50307,49362,48412,47457,46498,45535,44568,43598,42624,41647,40667,39685,38701,37715,36727,35738,34749,33759,32768,31777,30787,29798,28809,27821,26835,25851,24869,23889,22912,21938,20968,20001,19038,18079,17124,16174,15229,14290,13356,12429,11507,10592,9683,8782,7888,7001,6123,5252,4390,4108,3836,3571,3316,3070,2833,2605,2386,2176,1976,1785,1604,1432,1269,1117,973,840,716,602,498,403,319,244,180,125,80,45,20,5
32768,33759,34749,35738,36727,37715,38701,39685,40667,41647,42624,43598,44568,45535,46498,47457,48412,49362,50307,51246,52180,53107,54029,54944,55853,56754,57648,58535,59413,60284,61146,61428,61700,61965,62220,62466,62703,62931,63150,63360,63560,63751,63932,64104,64267,64419,64563,64696,64820,64934,65038,65133,65217,65292,65356,65411,65456,65491,65516,65531,65536,65531,65516,65491,65456,65411,65356,65292,65217,65133,65038,64934,64820,64696,64563,64419,64267,64104,63932,63751,63560,63360,63150,62931,62703,62466,62220,61965,61700,61428,61146,61428,61700,61965,62220,62466,62703,62931,63150,63360,63560,63751,63932,64104,64267,64419,64563,64696,64820,64934,65038,65133,65217,65292,65356,65411,65456,65491,65516,65531,65536,65531,65516,65491,65456,65411,65356,65292,65217,65133,65038,64934,64820,64696,64563,64419,64267,64104,63932,63751,63560,63360,63150,62931,62703,62466,62220,61965,61700,61428,61146,60284,59413,58535,57648,56754,55853,54944,54029,53107,52180,51246,50307,49362,48412,47457,46498,45535,44568,43598,42624,41647,40667,39685,38701,37715,36727,35738,34749,33759,32768,31777,30787,29798,28809,27821,26835,25851,24869,23889,22912,21938,20968,20001,19038,18079,17124,16174,15229,14290,13356,12429,11507,10592,9683,8782,7888,7001,6123,5252,4390,4108,3836,3571,3316,3070,2833,2605,2386,2176,1976,1785,1604,1432,1269,1117,973,840,716,602,498,403,319,244,180,125,80,45,20,5,0,5,20,45,80,125,180,244,319,403,498,602,716,840,973,1117,1269,1432,1604,1785,1976,2176,2386,2605,2833,3070,3316,3571,3836,4108,4390,4108,3836,3571,3316,3070,2833,2605,2386,2176,1976,1785,1604,1432,1269,1117,973,840,716,602,498,403,319,244,180,125,80,45,20,5,0,5,20,45,80,125,180,244,319,403,498,602,716,840,973,1117,1269,1432,1604,1785,1976,2176,2386,2605,2833,3070,3316,3571,3836,4108,4390,5252,6123,7001,7888,8782,9683,10592,11507,12429,13356,14290,15229,16174,17124,18079,19038,20001,20968,21938,22912,23889,24869,25851,26835,27821,28809,29798,30787,31777
