0	0
0.00000001	12
0.00000929	12
0.0000093	0
0.00000999	0
0.00001	12
0.00001929	12
0.0000193	0
0.00001999	0
0.00002	12
0.00002919	12
0.0000292	0
0.00002999	0
0.00003	12
0.00003919	12
0.0000392	0
0.00003999	0
0.00004	12
0.00004909	12
0.0000491	0
0.00004999	0
0.00005	12
0.00005909	12
0.0000591	0
0.00005999	0
0.00006	12
0.00006899	12
0.000069	0
0.00006999	0
0.00007	12
0.00007899	12
0.000079	0
0.00007999	0
0.00008	12
0.00008889	12
0.0000889	0
0.00008999	0
0.00009	12
0.00009889	12
0.0000989	0
0.00009999	0
0.0001	12
0.00010879	12
0.0001088	0
0.00010999	0
0.00011	12
0.00011879	12
0.0001188	0
0.00011999	0
0.00012	12
0.00012869	12
0.0001287	0
0.00012999	0
0.00013	12
0.00013869	12
0.0001387	0
0.00013999	0
0.00014	12
0.00014859	12
0.0001486	0
0.00014999	0
0.00015	12
0.00015849	12
0.0001585	0
0.00015999	0
0.00016	12
0.00016849	12
0.0001685	0
0.00016999	0
0.00017	12
0.00017839	12
0.0001784	0
0.00017999	0
0.00018	12
0.00018829	12
0.0001883	0
0.00018999	0
0.00019	12
0.00019829	12
0.0001983	0
0.00019999	0
0.0002	12
0.00020819	12
0.0002082	0
0.00020999	0
0.00021	12
0.00021809	12
0.0002181	0
0.00021999	0
0.00022	12
0.00022809	12
0.0002281	0
0.00022999	0
0.00023	12
0.00023799	12
0.000238	0
0.00023999	0
0.00024	12
0.00024789	12
0.0002479	0
0.00024999	0
0.00025	12
0.00025789	12
0.0002579	0
0.00025999	0
0.00026	12
0.00026779	12
0.0002678	0
0.00026999	0
0.00027	12
0.00027769	12
0.0002777	0
0.00027999	0
0.00028	12
0.00028759	12
0.0002876	0
0.00028999	0
0.00029	12
0.00029759	12
0.0002976	0
0.00029999	0
0.0003	12
0.00030749	12
0.0003075	0
0.00030999	0
0.00031	12
0.00031739	12
0.0003174	0
0.00031999	0
0.00032	12
0.00032729	12
0.0003273	0
0.00032999	0
0.00033	12
0.00033729	12
0.0003373	0
0.00033999	0
0.00034	12
0.00034719	12
0.0003472	0
0.00034999	0
0.00035	12
0.00035709	12
0.0003571	0
0.00035999	0
0.00036	12
0.00036699	12
0.000367	0
0.00036999	0
0.00037	12
0.00037699	12
0.000377	0
0.00037999	0
0.00038	12
0.00038689	12
0.0003869	0
0.00038999	0
0.00039	12
0.00039679	12
0.0003968	0
0.00039999	0
0.0004	12
0.00040669	12
0.0004067	0
0.00040999	0
0.00041	12
0.00041659	12
0.0004166	0
0.00041999	0
0.00042	12
0.00042649	12
0.0004265	0
0.00042999	0
0.00043	12
0.00043649	12
0.0004365	0
0.00043999	0
0.00044	12
0.00044639	12
0.0004464	0
0.00044999	0
0.00045	12
0.00045629	12
0.0004563	0
0.00045999	0
0.00046	12
0.00046619	12
0.0004662	0
0.00046999	0
0.00047	12
0.00047609	12
0.0004761	0
0.00047999	0
0.00048	12
0.00048599	12
0.000486	0
0.00048999	0
0.00049	12
0.00049599	12
0.000496	0
0.00049999	0
0.0005	12
0.00050589	12
0.0005059	0
0.00050999	0
0.00051	12
0.00051579	12
0.0005158	0
0.00051999	0
0.00052	12
0.00052569	12
0.0005257	0
0.00052999	0
0.00053	12
0.00053559	12
0.0005356	0
0.00053999	0
0.00054	12
0.00054549	12
0.0005455	0
0.00054999	0
0.00055	12
0.00055539	12
0.0005554	0
0.00055999	0
0.00056	12
0.00056529	12
0.0005653	0
0.00056999	0
0.00057	12
0.00057529	12
0.0005753	0
0.00057999	0
0.00058	12
0.00058519	12
0.0005852	0
0.00058999	0
0.00059	12
0.00059509	12
0.0005951	0
0.00059999	0
0.0006	12
0.00060499	12
0.000605	0
0.00060999	0
0.00061	12
0.00061489	12
0.0006149	0
0.00061999	0
0.00062	12
0.00062479	12
0.0006248	0
0.00062999	0
0.00063	12
0.00063469	12
0.0006347	0
0.00063999	0
0.00064	12
0.00064469	12
0.0006447	0
0.00064999	0
0.00065	12
0.00065459	12
0.0006546	0
0.00065999	0
0.00066	12
0.00066449	12
0.0006645	0
0.00066999	0
0.00067	12
0.00067439	12
0.0006744	0
0.00067999	0
0.00068	12
0.00068429	12
0.0006843	0
0.00068999	0
0.00069	12
0.00069419	12
0.0006942	0
0.00069999	0
0.0007	12
0.00070409	12
0.0007041	0
0.00070999	0
0.00071	12
0.00071399	12
0.000714	0
0.00071999	0
0.00072	12
0.00072399	12
0.000724	0
0.00072999	0
0.00073	12
0.00073389	12
0.0007339	0
0.00073999	0
0.00074	12
0.00074379	12
0.0007438	0
0.00074999	0
0.00075	12
0.00075369	12
0.0007537	0
0.00075999	0
0.00076	12
0.00076359	12
0.0007636	0
0.00076999	0
0.00077	12
0.00077349	12
0.0007735	0
0.00077999	0
0.00078	12
0.00078349	12
0.0007835	0
0.00078999	0
0.00079	12
0.00079339	12
0.0007934	0
0.00079999	0
0.0008	12
0.00080329	12
0.0008033	0
0.00080999	0
0.00081	12
0.00081319	12
0.0008132	0
0.00081999	0
0.00082	12
0.00082309	12
0.0008231	0
0.00082999	0
0.00083	12
0.00083299	12
0.000833	0
0.00083999	0
0.00084	12
0.00084299	12
0.000843	0
0.00084999	0
0.00085	12
0.00085289	12
0.0008529	0
0.00085999	0
0.00086	12
0.00086279	12
0.0008628	0
0.00086999	0
0.00087	12
0.00087269	12
0.0008727	0
0.00087999	0
0.00088	12
0.00088269	12
0.0008827	0
0.00088999	0
0.00089	12
0.00089259	12
0.0008926	0
0.00089999	0
0.0009	12
0.00090249	12
0.0009025	0
0.00090999	0
0.00091	12
0.00091239	12
0.0009124	0
0.00091999	0
0.00092	12
0.00092239	12
0.0009224	0
0.00092999	0
0.00093	12
0.00093229	12
0.0009323	0
0.00093999	0
0.00094	12
0.00094219	12
0.0009422	0
0.00094999	0
0.00095	12
0.00095209	12
0.0009521	0
0.00095999	0
0.00096	12
0.00096209	12
0.0009621	0
0.00096999	0
0.00097	12
0.00097199	12
0.000972	0
0.00097999	0
0.00098	12
0.00098189	12
0.0009819	0
0.00098999	0
0.00099	12
0.00099189	12
0.0009919	0
0.00099999	0
0.001	12
0.00100179	12
0.0010018	0
0.00100999	0
0.00101	12
0.00101169	12
0.0010117	0
0.00101999	0
0.00102	12
0.00102169	12
0.0010217	0
0.00102999	0
0.00103	12
0.00103159	12
0.0010316	0
0.00103999	0
0.00104	12
0.00104149	12
0.0010415	0
0.00104999	0
0.00105	12
0.00105149	12
0.0010515	0
0.00105999	0
0.00106	12
0.00106139	12
0.0010614	0
0.00106999	0
0.00107	12
0.00107129	12
0.0010713	0
0.00107999	0
0.00108	12
